# lambda flux err tem
# angstroms ergs^-1cm^-2a^-1 ergs^-1cm^-2a^-1 none
6306.521 3.041 1.564 68.140
6307.973 0.189 1.519 68.511
6309.425 0.437 1.517 68.643
6310.878 0.147 1.532 69.300
6312.332 0.210 1.544 69.566
6313.785 0.933 1.560 69.844
6315.240 0.096 1.520 68.148
6316.694 1.400 1.520 67.988
6318.148 -0.490 1.484 68.001
6319.604 -2.352 1.456 67.700
6321.059 -1.230 1.463 67.412
6322.515 -1.799 1.466 67.889
6323.971 -1.329 1.473 68.245
6325.427 0.311 1.504 68.610
6326.883 -0.319 1.508 69.487
6328.340 0.778 1.523 69.409
6329.798 0.780 1.538 69.683
6331.255 2.051 1.564 70.123
6332.713 1.911 1.566 70.694
6334.171 1.259 1.540 69.659
6335.630 0.047 1.509 69.542
6337.089 -0.174 1.512 69.425
6338.548 -0.525 1.498 68.251
6340.008 -1.465 1.491 68.280
6341.468 1.518 1.512 68.623
6342.928 0.226 1.493 68.856
6344.389 0.172 1.488 68.454
6345.851 -0.148 1.497 68.856
6347.312 0.439 1.522 68.997
6348.773 -0.380 1.497 68.796
6350.235 0.326 1.498 69.046
6351.697 0.412 1.508 70.448
6353.161 -1.693 1.490 70.878
6354.624 -0.123 1.500 70.416
6356.087 1.598 1.506 69.128
6357.551 2.832 1.508 68.224
6359.015 1.426 1.506 67.651
6360.479 2.396 1.500 67.840
6361.944 -0.646 1.476 68.022
6363.409 0.607 1.476 66.440
6364.874 2.909 1.504 67.149
6366.339 2.442 1.501 67.303
6367.806 2.958 1.508 67.789
6369.272 4.449 1.537 68.704
6370.739 4.724 1.556 69.727
6372.206 4.657 1.559 69.675
6373.673 4.942 1.574 70.838
6375.142 3.011 1.562 71.716
6376.609 4.594 1.564 70.545
6378.078 4.789 1.570 70.884
6379.546 1.249 1.521 71.005
6381.016 1.947 1.527 70.219
6382.485 4.129 1.557 69.973
6383.955 0.700 1.522 71.207
6385.425 0.011 1.505 71.597
6386.896 0.632 1.508 71.593
6388.366 -1.127 1.479 70.764
6389.837 0.448 1.502 71.334
6391.309 0.353 1.498 71.634
6392.781 0.730 1.498 70.869
6394.253 1.088 1.489 70.530
6395.725 -0.986 1.468 70.499
6397.198 -0.663 1.477 70.264
6398.671 0.999 1.486 69.802
6400.145 -0.791 1.465 70.284
6401.619 -0.378 1.465 69.871
6403.093 -0.523 1.479 69.989
6404.568 0.466 1.502 70.668
6406.042 0.589 1.482 70.621
6407.518 -0.089 1.478 70.979
6408.993 0.194 1.468 70.582
6410.469 -0.039 1.460 70.226
6411.945 -1.357 1.446 70.551
6413.421 -0.058 1.474 70.119
6414.898 0.114 1.486 70.134
6416.376 -0.091 1.479 70.142
6417.854 0.227 1.469 69.532
6419.332 -0.578 1.456 69.838
6420.810 1.250 1.479 69.865
6422.289 0.803 1.479 69.298
6423.768 0.912 1.476 69.714
6425.248 -2.146 1.442 70.567
6426.727 -1.634 1.450 70.645
6428.206 1.905 1.489 70.155
6429.687 2.241 1.521 71.126
6431.167 3.703 1.540 70.964
6432.648 1.936 1.511 70.873
6434.130 0.724 1.482 70.432
6435.612 1.548 1.488 70.150
6437.093 -0.097 1.469 69.831
6438.576 1.614 1.504 70.786
6440.058 1.010 1.496 71.387
6441.542 -2.174 1.439 70.336
6443.025 0.625 1.480 71.178
6444.508 0.216 1.487 71.315
6445.993 0.860 1.504 72.026
6447.477 2.095 1.533 72.360
6448.962 -0.975 1.496 71.907
6450.447 2.026 1.499 70.335
6451.933 0.869 1.472 69.688
6453.418 0.806 1.488 69.594
6454.904 0.600 1.491 69.729
6456.391 1.074 1.492 69.951
6457.878 1.620 1.476 69.320
6459.365 -0.383 1.491 70.971
6460.853 0.481 1.519 71.212
6462.340 3.805 1.548 70.622
6463.828 3.562 1.543 70.969
6465.317 1.441 1.519 70.896
6466.806 2.109 1.509 70.421
6468.295 2.208 1.515 70.497
6469.784 1.931 1.518 70.430
6471.274 1.581 1.528 70.884
6472.765 2.169 1.519 71.056
6474.255 1.655 1.522 71.794
6475.746 0.545 1.528 72.140
6477.238 3.161 1.549 71.485
6478.729 2.413 1.543 71.756
6480.221 4.876 1.571 71.402
6481.713 3.738 1.574 72.382
6483.206 3.426 1.559 71.780
6484.699 4.859 1.550 70.740
6486.192 3.685 1.567 71.179
6487.686 6.885 1.599 71.330
6489.180 5.865 1.578 70.740
6490.674 5.382 1.565 70.222
6492.169 5.015 1.559 70.429
6493.664 6.081 1.554 68.930
6495.159 7.187 1.548 68.098
6496.655 5.027 1.524 67.730
6498.151 5.171 1.520 66.729
6499.647 8.072 1.542 65.993
6501.144 9.092 1.555 66.457
6502.641 9.667 1.597 68.239
6504.139 10.531 1.628 69.326
6505.637 11.206 1.650 69.580
6507.135 11.433 1.663 70.140
6508.633 11.231 1.687 71.113
6510.132 13.387 1.718 71.812
6511.632 10.968 1.691 71.677
6513.131 13.454 1.705 71.100
6514.631 14.482 1.730 71.595
6516.131 15.244 1.755 72.863
6517.632 17.390 1.771 71.694
6519.133 14.776 1.745 71.614
6520.634 14.680 1.742 71.771
6522.135 17.920 1.777 71.810
6523.638 17.808 1.789 72.184
6525.140 19.803 1.821 72.032
6526.643 23.853 1.857 71.771
6528.145 22.826 1.845 71.811
6529.648 22.797 1.879 72.666
6531.152 25.743 1.918 71.745
6532.656 28.549 1.944 71.349
6534.161 30.101 1.969 71.912
6535.666 34.210 2.025 72.001
6537.170 37.414 2.070 71.172
6538.676 40.037 2.171 71.501
6540.181 42.162 2.288 72.532
6541.688 42.689 2.306 73.066
6543.194 46.706 2.365 73.128
6544.702 49.705 2.393 72.378
6546.208 51.934 2.435 71.952
6547.716 58.355 2.537 72.402
6549.223 67.668 2.679 72.247
6550.732 76.500 2.797 71.009
6552.241 77.341 2.813 72.049
6553.750 72.300 2.631 72.532
6555.258 65.186 2.517 71.227
6556.768 59.860 2.429 70.631
6558.278 63.551 2.448 69.252
6559.788 66.892 2.496 68.732
6561.299 70.009 2.577 70.358
6562.810 86.609 2.796 69.119
6564.321 111.547 3.120 67.709
6565.833 127.165 3.332 66.243
6567.345 117.160 3.166 65.274
6568.857 88.594 2.762 66.451
6570.370 65.706 2.462 67.515
6571.883 55.788 2.324 69.051
6573.396 51.577 2.277 69.325
6574.910 51.552 2.249 69.851
6576.424 48.540 2.234 70.509
6577.938 50.657 2.241 69.795
6579.454 55.478 2.294 68.760
6580.968 58.296 2.372 70.280
6582.484 65.103 2.495 71.593
6584.000 82.824 2.752 71.987
6585.516 109.510 3.130 72.200
6587.032 119.950 3.337 72.061
6588.549 100.294 3.064 71.839
6590.067 68.256 2.623 73.027
6591.584 49.068 2.377 73.420
6593.103 45.000 2.303 70.454
6594.621 39.680 2.225 70.982
6596.139 33.554 2.112 70.683
6597.658 32.061 2.058 69.729
6599.177 31.646 2.050 70.832
6600.697 28.761 1.983 70.151
6602.217 30.311 1.975 70.352
6603.738 25.284 1.909 71.251
6605.258 22.949 1.860 71.355
6606.779 22.965 1.856 70.909
6608.301 22.371 1.861 70.137
6609.823 23.916 1.878 70.467
6611.345 16.941 1.801 70.586
6612.868 18.285 1.798 70.123
6614.390 16.206 1.787 70.800
6615.913 17.951 1.799 70.909
6617.437 15.405 1.749 70.691
6618.961 15.257 1.751 71.432
6620.485 11.918 1.728 72.533
6622.010 11.864 1.747 72.314
6623.534 14.083 1.753 71.416
6625.060 12.611 1.738 71.550
6626.585 11.478 1.702 70.958
6628.112 12.401 1.688 70.074
6629.638 11.113 1.653 70.201
6631.164 8.866 1.631 70.529
6632.692 7.577 1.622 70.046
6634.219 6.202 1.607 70.273
6635.747 7.723 1.620 69.437
6637.275 6.959 1.588 69.426
6638.803 9.223 1.622 70.171
6640.333 6.510 1.589 70.123
6641.861 7.000 1.612 71.260
6643.391 5.120 1.606 71.240
6644.921 5.782 1.627 70.734
6646.451 4.687 1.593 69.973
6647.981 5.269 1.580 71.182
6649.512 4.859 1.557 70.714
6651.044 3.265 1.543 70.527
6652.576 5.038 1.570 70.660
6654.107 4.321 1.554 70.734
6655.640 6.262 1.575 70.992
6657.172 3.330 1.536 70.526
6658.706 4.382 1.570 70.914
6660.239 2.835 1.573 70.346
6661.773 2.245 1.540 70.346
6663.307 2.356 1.536 70.616
6664.841 3.205 1.532 70.350
6666.376 1.745 1.521 69.546
6667.912 2.118 1.528 69.398
6669.447 2.352 1.560 69.272
6670.982 2.206 1.589 69.639
6672.519 4.424 1.600 70.363
6674.056 3.497 1.557 70.454
6675.593 2.262 1.535 70.455
6677.130 2.724 1.524 69.983
6678.667 2.646 1.527 69.650
6680.205 2.960 1.524 69.157
6681.743 3.010 1.526 69.219
6683.283 1.252 1.516 70.435
6684.822 2.167 1.508 69.764
6686.361 3.404 1.527 69.401
6687.900 3.007 1.531 69.477
6689.441 2.651 1.548 70.120
6690.981 1.032 1.521 70.715
6692.522 -0.089 1.499 70.546
6694.063 1.143 1.501 70.094
6695.605 3.459 1.530 69.368
6697.147 5.087 1.564 69.144
6698.689 0.603 1.537 69.814
6700.231 0.984 1.537 69.998
6701.774 3.705 1.522 68.751
6703.318 1.614 1.503 69.455
6704.862 0.010 1.469 68.762
6706.406 -0.497 1.474 69.581
6707.950 0.346 1.493 69.992
6709.494 0.379 1.485 68.914
6711.040 1.233 1.505 69.469
6712.585 1.079 1.503 69.590
6714.131 1.544 1.515 69.911
6715.677 8.631 1.598 68.724
6717.224 13.342 1.681 68.827
6718.771 18.789 1.768 69.415
6720.318 24.460 1.815 68.085
6721.865 14.828 1.710 68.467
6723.414 6.220 1.591 68.600
6724.962 2.254 1.511 68.278
6726.510 -1.053 1.481 69.253
6728.060 1.787 1.528 69.536
6729.608 4.693 1.591 69.819
6731.158 10.264 1.655 69.917
6732.709 18.105 1.762 69.934
6734.259 19.525 1.785 70.161
6735.810 17.524 1.757 70.321
6737.361 10.488 1.645 69.627
6738.913 2.231 1.523 69.541
6740.464 -0.193 1.478 69.807
6742.016 -1.540 1.452 69.641
6743.569 -1.425 1.442 68.775
6745.122 -2.986 1.416 68.878
6746.676 -3.212 1.409 68.459
6748.229 -2.171 1.424 68.839
6749.783 -2.228 1.438 68.402
6751.338 -1.165 1.438 68.247
6752.892 -0.723 1.456 68.513
6754.447 -0.189 1.459 67.692
6756.002 -1.342 1.508 68.956
6757.559 1.103 1.490 67.470
6759.115 -2.008 1.445 68.477
6760.671 -1.984 1.472 70.648
6762.228 1.079 1.497 69.201
6763.785 0.405 1.497 69.022
6765.343 0.273 1.529 69.734
6766.901 1.029 1.513 69.204
6768.459 -0.177 1.482 68.772
6770.018 -0.451 1.467 69.703
6771.577 -1.671 1.447 69.291
6773.136 -0.853 1.452 68.796
6774.696 -0.152 1.468 68.285
6776.256 1.293 1.489 68.946
6777.816 -1.528 1.470 70.440
6779.377 -0.833 1.465 69.329
6780.938 -1.529 1.466 70.170
6782.500 -4.007 1.439 70.514
6784.062 1.934 1.502 68.642
6785.624 -0.367 1.482 69.108
6787.187 -2.429 1.452 69.403
6788.750 -1.034 1.444 68.477
6790.313 -1.278 1.447 69.169
6791.877 -0.066 1.460 69.265
6793.441 -0.846 1.468 69.906
6795.005 0.167 1.486 69.111
6796.570 2.085 1.491 68.069
6798.135 -1.280 1.448 68.963
6799.701 -1.257 1.438 68.373
6801.267 -0.834 1.455 69.150
6802.833 -0.710 1.487 69.317
6804.399 1.103 1.477 68.762
6805.966 -1.919 1.449 69.561
6807.534 -1.897 1.440 69.635
6809.102 -0.363 1.433 68.025
6810.669 -0.310 1.447 69.321
6812.238 -1.907 1.438 70.625
6813.807 -2.315 1.426 69.553
6815.375 -0.502 1.445 69.170
6816.945 0.559 1.477 69.380
6818.515 -0.508 1.460 70.046
6820.086 -0.384 1.445 69.473
6821.656 -0.793 1.434 69.290
6823.227 -0.731 1.442 69.245
6824.798 0.134 1.444 69.165
6826.370 -0.757 1.439 69.730
6827.941 -1.689 1.425 70.144
6829.514 -2.726 1.427 70.584
6831.087 -2.089 1.444 70.731
6832.660 -0.225 1.450 69.376
6834.233 -0.980 1.437 69.489
6835.807 -0.205 1.675 70.365
6837.381 -1.364 1.657 69.443
6838.956 -0.244 1.674 69.629
6840.531 -1.611 1.453 69.535
6842.106 -2.218 1.403 68.493
6843.682 -1.798 1.418 68.955
6845.257 -1.915 1.402 68.481
6846.834 -2.120 1.404 68.756
6848.411 -2.316 1.410 69.443
6849.988 -2.294 1.414 69.936
6851.565 -0.764 1.422 68.915
6853.143 1.185 1.453 69.349
6854.721 -0.414 1.455 69.349
6856.300 0.377 1.453 69.103
6857.879 0.259 1.452 69.024
6859.458 -2.324 1.409 68.830
6861.038 -2.809 1.399 69.116
6862.618 1.172 1.432 68.009
6864.198 -1.279 1.420 69.156
6865.779 -1.085 1.414 68.690
6867.360 -0.680 1.424 69.349
6868.941 -1.363 1.433 70.432
6870.524 -0.530 1.453 70.341
6872.105 -1.119 1.452 70.484
6873.688 0.485 1.455 69.976
6875.271 -2.793 1.425 69.795
6876.854 -1.389 1.419 69.374
6878.438 -1.160 1.443 69.614
6880.022 -1.457 1.467 70.465
6881.606 1.978 1.489 69.810
6883.191 -1.420 1.453 69.836
6884.776 -0.529 1.455 69.281
6886.362 -3.025 1.434 69.782
6887.947 -2.174 1.442 69.243
6889.534 1.953 1.501 68.988
6891.120 -2.725 1.455 70.198
6892.707 -1.403 1.466 70.595
6894.294 -0.704 1.486 70.361
6895.882 -0.003 1.521 70.918
6897.470 -0.094 1.529 70.647
6899.058 -0.768 1.499 70.054
6900.647 -0.103 1.483 70.938
6902.236 -2.298 1.463 70.385
6903.825 -0.313 1.495 70.309
6905.416 -0.775 1.487 70.504
6907.005 -2.189 1.476 71.842
6908.596 -0.538 1.489 70.445
6910.187 -0.097 1.522 70.347
6911.779 -0.365 1.527 71.515
6913.370 -0.011 1.531 71.893
6914.962 -0.183 1.499 70.354
6916.555 -1.410 1.472 69.523
6918.147 -4.014 1.448 70.922
6919.740 -1.085 1.476 70.641
6921.334 -0.985 1.457 70.284
6922.928 -1.474 1.440 70.031
6924.522 -1.242 1.451 70.074
6926.117 -1.333 1.457 70.511
6927.712 -1.785 1.457 69.702
6929.307 -1.957 1.446 69.945
6930.903 -2.291 1.445 70.620
6932.499 -2.752 1.421 69.518
6934.095 -2.622 1.438 69.361
6935.692 -3.246 1.451 71.011
6937.290 -1.766 1.475 70.917
6938.887 1.013 1.499 69.894
6940.485 -0.831 1.499 70.323
6942.083 -0.982 1.518 70.750
6943.682 0.255 1.548 70.729
6945.281 0.438 1.561 70.450
6946.880 -0.536 1.575 70.765
6948.480 -0.364 1.629 69.927
6950.080 0.400 1.687 69.557
6951.680 -0.192 1.723 70.099
6953.282 0.671 1.730 69.868
6954.883 -3.030 1.646 69.943
6956.484 -4.269 1.566 71.201
6958.086 -0.749 1.555 70.737
6959.689 -1.399 1.542 70.325
6961.291 -4.255 1.541 71.180
6962.895 -3.639 1.530 70.900
6964.498 -2.015 1.518 71.188
6966.102 -2.623 1.487 70.863
6967.706 -4.837 1.463 71.308
6969.311 -3.873 1.467 70.665
6970.916 -3.307 1.482 71.457
6972.521 -1.304 1.543 71.553
6974.127 0.171 1.573 69.941
6975.732 -1.618 1.552 70.036
6977.339 -0.838 1.526 69.399
6978.946 -0.103 1.521 69.869
6980.553 -0.951 1.565 70.272
6982.161 -1.611 1.675 69.957
6983.768 -1.496 1.762 69.652
6985.376 -1.604 1.725 70.281
6986.985 -1.708 1.581 70.546
6988.594 -0.563 1.537 70.162
6990.203 -1.187 1.579 72.019
6991.813 -1.587 1.602 72.147
6993.423 -0.879 1.591 70.894
6995.034 -1.839 1.545 71.016
6996.645 -2.037 1.523 71.411
6998.255 -3.399 1.511 71.426
6999.867 -2.889 1.513 70.965
7001.479 0.282 1.542 70.344
7003.091 -0.369 1.549 70.611
7004.704 -1.113 1.531 70.700
7006.317 -0.414 1.508 69.881
7007.931 -1.157 1.522 70.227
7009.545 0.744 1.564 69.354
7011.159 -2.168 1.552 70.326
7012.773 -2.737 1.510 70.306
7014.389 0.609 1.508 69.308
7016.004 -1.447 1.498 69.516
7017.620 -2.538 1.483 69.678
7019.235 -0.574 1.537 70.116
7020.852 0.984 1.666 69.791
7022.469 0.178 1.793 69.617
7024.085 -1.777 1.713 70.617
7025.703 -0.022 1.578 70.978
7027.322 -0.934 1.510 70.360
7028.939 0.555 1.525 70.249
7030.558 -1.927 1.501 70.367
7032.178 -0.846 1.519 70.564
7033.797 1.714 1.602 70.334
7035.417 0.761 1.631 70.692
7037.036 0.128 1.576 70.741
7038.657 -0.079 1.534 70.340
7040.278 1.281 1.553 71.345
7041.899 -0.241 1.563 71.958
7043.521 0.645 1.612 71.884
7045.143 -0.214 1.698 71.998
7046.765 -0.591 1.690 70.578
7048.388 2.458 1.646 71.155
7050.011 0.734 1.597 73.442
7051.635 1.710 1.570 71.486
7053.259 1.967 1.570 71.435
7054.883 0.203 1.546 71.387
7056.507 0.359 1.529 69.934
7058.133 0.428 1.522 68.979
7059.758 0.998 1.522 68.777
7061.384 0.857 1.530 67.830
7063.010 -2.043 1.540 68.657
7064.636 -1.278 1.533 69.107
7066.264 0.522 1.492 67.405
7067.891 1.011 1.500 68.010
7069.518 1.943 1.525 66.909
7071.146 -0.621 1.560 67.257
7072.774 0.027 1.633 67.552
7074.403 -0.618 1.640 68.599
7076.032 0.942 1.805 68.352
7077.662 1.088 1.747 68.828
7079.292 -0.939 1.724 68.830
7080.922 -1.007 1.727 69.815
7082.553 0.020 1.739 69.866
7084.184 0.598 1.722 68.305
7085.815 -0.194 1.721 68.408
7087.447 1.298 1.465 66.301
7089.079 -0.610 1.439 66.617
7090.712 -1.013 1.437 66.262
7092.344 0.347 1.455 66.155
7093.978 1.566 1.483 64.904
7095.611 -0.908 1.488 65.680
7097.245 -1.682 1.489 65.997
7098.880 -1.732 1.450 66.265
7100.514 -1.850 1.424 66.378
7102.150 -0.302 1.473 66.989
7103.785 1.377 1.548 66.706
7105.421 0.670 1.555 66.394
7107.058 -0.298 1.490 66.721
7108.694 -1.859 1.455 68.043
7110.331 -0.707 1.450 67.603
7111.968 0.086 1.434 65.871
7113.606 -1.790 1.415 66.527
7115.244 -3.137 1.395 66.648
7116.883 -1.151 1.407 66.678
7118.522 -3.057 1.392 66.174
7120.161 -3.474 1.389 66.847
7121.801 -2.014 1.404 66.923
7123.440 -1.235 1.403 65.982
7125.082 -1.866 1.404 66.144
7126.722 -0.428 1.420 65.958
7128.363 -1.404 1.408 65.424
7130.005 -1.062 1.421 65.209
7131.647 0.296 1.424 64.018
7133.289 -1.526 1.401 64.741
7134.931 -0.946 1.391 64.326
7136.575 1.421 1.430 64.637
7138.218 3.544 1.517 65.704
7139.862 4.079 1.539 65.733
7141.506 3.006 1.481 64.457
7143.151 -0.041 1.419 64.761
7144.796 -2.394 1.398 66.731
7146.440 0.443 1.409 65.111
7148.086 0.751 1.396 64.461
7149.733 -2.633 1.383 66.187
7151.379 -1.756 1.379 65.129
7153.026 -0.937 1.392 65.131
7154.673 -1.146 1.400 65.810
7156.321 -0.586 1.419 65.274
7157.969 -1.344 1.416 65.878
7159.618 0.336 1.434 65.690
7161.267 -1.002 1.406 64.695
7162.915 -1.517 1.408 64.971
7164.565 -0.806 1.428 66.497
7166.215 -2.413 1.391 65.774
7167.865 -3.243 1.384 65.680
7169.515 -0.364 1.410 65.253
7171.167 -0.769 1.426 65.765
7172.818 0.805 1.456 66.010
7174.470 -0.004 1.448 66.595
7176.123 -0.210 1.438 66.912
7177.774 -1.412 1.432 66.733
7179.428 -1.785 1.448 67.498
7181.081 -3.194 1.416 66.671
7182.735 -1.697 1.439 67.329
7184.389 -2.985 1.436 66.792
7186.043 -0.547 1.431 66.474
7187.698 -2.451 1.386 65.694
7189.353 0.941 1.412 65.119
7191.009 -3.023 1.372 64.762
7192.665 -0.860 1.400 64.961
7194.321 -1.761 1.380 64.928
7195.978 -1.644 1.455 65.172
7197.635 -1.660 1.636 65.812
7199.292 -0.243 1.644 65.222
7200.951 0.727 1.628 65.336
7202.608 -1.133 1.389 65.561
7204.268 0.029 1.407 65.854
7205.926 0.348 1.430 65.731
7207.585 -0.385 1.425 64.914
7209.246 -0.192 1.427 65.135
7210.905 -1.687 1.384 65.653
7212.566 -1.009 1.371 64.852
7214.227 -1.171 1.390 65.101
7215.889 -0.769 1.404 66.187
7217.550 -1.300 1.432 66.248
7219.212 -0.939 1.465 67.002
7220.875 0.084 1.560 67.152
7222.538 -0.648 1.509 66.286
7224.201 -1.378 1.437 66.378
7225.865 -1.287 1.403 66.482
7227.528 -1.759 1.412 65.796
7229.193 1.174 1.431 65.897
7230.858 -2.221 1.408 67.424
7232.523 -2.553 1.397 68.092
7234.189 -0.725 1.432 68.169
7235.854 1.952 1.461 66.981
7237.521 0.463 1.454 67.504
7239.188 -2.246 1.429 68.534
7240.854 0.556 1.456 68.283
7242.521 1.991 1.492 68.140
7244.190 -1.286 1.474 68.431
7245.858 -1.813 1.436 69.187
7247.527 -0.851 1.441 68.050
7249.196 0.053 1.427 66.477
7250.865 0.346 1.439 66.794
7252.535 -0.380 1.455 67.666
7254.205 0.437 1.460 67.680
7255.875 -1.270 1.434 67.693
7257.546 -0.606 1.436 67.680
7259.218 -1.378 1.432 68.567
7260.890 -1.566 1.412 67.498
7262.561 -1.062 1.423 66.790
7264.234 -1.861 1.419 66.799
7265.906 -0.090 1.456 67.625
7267.580 0.941 1.487 67.417
7269.253 -2.874 1.447 67.954
7270.928 -0.654 1.454 67.778
7272.602 -1.764 1.430 68.219
7274.276 -0.742 1.440 68.598
7275.952 0.048 1.443 68.106
7277.627 -0.643 1.444 68.501
7279.303 1.754 1.480 67.480
7280.979 0.458 1.489 67.981
7282.657 -0.288 1.467 67.161
7284.333 -1.181 1.433 67.818
7286.011 -0.070 1.446 67.690
7287.688 -0.012 1.471 66.878
7289.367 -4.548 1.530 67.100
7291.045 -1.933 1.729 67.373
7292.725 -2.014 1.873 66.204
7294.404 -2.340 2.043 66.733
7296.084 4.050 2.255 66.313
7297.764 1.689 2.347 67.058
7299.445 3.459 2.409 68.107
7301.125 -1.875 2.272 67.411
7302.807 -2.667 2.165 68.759
7304.489 -1.506 2.065 68.069
7306.171 -0.554 1.926 68.346
7307.853 -3.502 1.761 69.102
7309.537 0.248 1.695 68.474
7311.219 0.401 1.598 68.420
7312.903 -1.482 1.540 68.417
7314.587 -3.017 1.565 69.125
7316.271 0.168 1.698 69.025
7317.956 4.308 1.808 67.899
7319.642 1.647 1.834 67.298
7321.327 1.354 1.892 69.295
7323.013 -0.075 1.855 68.343
7324.700 1.294 1.825 67.795
7326.386 0.802 1.772 68.493
7328.073 -0.142 1.740 68.080
7329.761 0.466 1.729 69.002
7331.449 -1.571 1.677 68.653
7333.137 -2.465 1.697 68.665
7334.826 -0.403 1.700 68.947
7336.515 0.759 1.691 69.724
7338.205 -0.364 1.672 69.764
7339.894 -1.293 1.625 70.463
7341.585 -2.204 1.623 69.907
7343.275 -0.139 1.612 69.262
7344.967 -0.001 1.567 69.497
7346.658 -0.404 1.576 69.527
7348.350 -1.849 1.532 69.412
7350.042 -3.223 1.473 69.226
7351.735 -1.615 1.499 68.449
7353.428 -3.357 1.510 69.648
7355.122 -0.484 1.515 69.459
7356.815 -2.484 1.481 68.183
7358.508 -0.664 1.483 67.681
7360.204 -2.105 1.454 68.706
7361.898 -3.096 1.455 69.192
7363.594 -1.582 1.463 67.663
7365.290 -0.529 1.473 67.975
7366.986 -0.823 1.472 68.595
7368.682 -0.823 1.498 69.061
7370.379 -0.643 1.494 69.055
7372.076 0.498 1.501 69.603
7373.774 -0.412 1.519 70.191
7375.472 0.098 1.513 69.570
7377.170 0.277 1.520 70.458
7378.869 0.791 1.524 70.354
7380.568 0.988 1.527 70.176
7382.268 -0.458 1.533 71.689
7383.968 1.479 1.545 70.311
7385.668 1.619 1.526 69.674
7387.369 -1.877 1.482 70.088
7389.071 -1.144 1.489 69.009
7390.772 -1.766 1.481 69.043
7392.475 -1.259 1.463 69.090
7394.177 -0.454 1.461 68.674
7395.879 -1.594 1.467 69.572
7397.582 -2.293 1.461 69.893
7399.286 -1.450 1.492 69.596
7400.990 -0.445 1.593 69.611
7402.694 -1.225 1.699 71.103
7404.399 -2.949 1.724 71.585
7406.104 -0.530 1.747 69.312
7407.810 -1.201 1.655 69.495
7409.515 -0.749 1.564 71.319
7411.222 -1.882 1.492 70.224
7412.929 0.196 1.506 68.366
7414.636 -3.162 1.509 69.754
7416.343 -1.602 1.504 70.043
7418.051 2.002 1.504 68.399
7419.759 1.967 1.484 67.897
7421.468 -0.351 1.469 68.870
7423.177 -3.215 1.463 69.255
7424.886 0.971 1.491 68.550
7426.597 -1.752 1.458 69.161
7428.306 -0.381 1.494 69.877
7430.017 2.026 1.519 69.651
7431.728 1.476 1.510 69.300
7433.440 -0.363 1.500 70.331
7435.152 -0.783 1.509 70.884
7436.863 1.728 1.654 70.609
7438.577 0.552 1.806 69.615
7440.289 -1.210 1.754 70.217
7442.002 -1.564 1.574 71.555
7443.716 -3.160 1.494 71.462
7445.430 0.331 1.528 69.708
7447.146 1.556 1.597 69.297
7448.860 -0.103 1.601 69.626
7450.575 -0.156 1.547 70.148
7452.291 -1.691 1.477 70.683
7454.007 0.367 1.505 70.407
7455.724 -3.208 1.499 72.131
7457.440 -1.883 1.517 71.970
7459.159 -2.094 1.517 72.057
7460.876 -2.664 1.498 71.322
7462.595 -0.642 1.502 70.600
7464.312 -0.753 1.497 70.828
7466.031 -2.123 1.516 71.195
7467.750 -3.283 1.534 71.943
7469.471 0.541 1.558 70.226
7471.191 1.318 1.540 69.847
7472.911 -0.540 1.512 70.922
7474.632 -1.049 1.501 70.578
7476.354 -1.775 1.503 70.620
7478.075 0.763 1.573 70.741
7479.797 0.452 1.667 70.358
7481.520 -1.850 1.705 70.725
7483.242 1.331 1.639 70.663
7484.966 0.409 1.541 70.222
7486.689 -1.097 1.493 70.987
7488.414 -0.390 1.505 70.548
7490.138 0.723 1.510 70.469
7491.863 0.934 1.530 70.240
7493.588 -0.517 1.561 70.358
7495.314 -0.011 1.568 69.907
7497.040 -0.501 1.529 69.226
7498.766 1.134 1.502 68.723
7500.493 -0.744 1.495 69.029
7502.220 1.398 1.523 69.508
7503.948 2.119 1.545 69.672
7505.676 -1.156 1.666 71.040
7507.405 -0.568 1.776 71.425
7509.134 -0.747 1.714 70.921
7510.863 0.991 1.576 70.943
7512.592 -1.452 1.512 71.072
7514.322 0.305 1.516 70.328
7516.052 -1.724 1.495 70.725
7517.784 0.369 1.538 71.375
7519.515 3.217 1.564 70.651
7521.246 2.722 1.556 70.659
7522.979 1.330 1.555 70.666
7524.711 2.377 1.603 71.279
7526.443 -1.814 1.574 71.007
7528.177 0.937 1.571 70.016
7529.910 0.825 1.547 70.104
7531.645 -1.707 1.515 70.936
7533.379 1.070 1.562 71.080
7535.114 2.871 1.639 71.020
7536.849 -0.385 1.726 71.453
7538.584 -0.869 1.776 71.432
7540.321 0.233 1.681 71.691
7542.057 1.219 1.626 71.694
7543.794 0.687 1.615 72.035
7545.531 -2.419 1.577 71.895
7547.269 -0.018 1.575 71.468
7549.006 0.917 1.576 71.475
7550.746 1.255 1.576 70.987
7552.484 -0.362 1.577 70.747
7554.224 0.250 1.629 71.499
7555.963 -0.713 1.608 70.916
7557.703 0.641 1.574 71.276
7559.443 -0.489 1.547 70.346
7561.185 -0.840 1.568 70.887
7562.925 -0.786 1.614 71.516
7564.667 1.270 1.650 71.359
7566.409 1.083 1.628 71.189
7568.152 2.453 1.606 70.509
7569.895 0.825 1.599 70.661
7571.638 -1.538 1.667 70.160
7573.381 -2.660 1.713 71.480
7575.125 -0.624 1.632 71.804
